Raw Input,Basis,Dimension,Normalizer,Normalizer Dimension,Centralizer,Centralizer Dimension
[0 0 0 0 0 0; 0 0 1 1 0 0; 0 0 0 0 1 0; 0 0 0 0 1 0; 0 0 0 0 0 0; 0 0 0 0 0 0] [0 0 a+1 -a 0 0; 0 0 0 1 0 0; 0 0 0 0 1 a; 0 0 0 0 0 -a-1; 0 0 0 0 0 0; 0 0 0 0 0 0] [0 0 0 0 -1 0; 0 0 0 0 0 -1; 0 0 0 0 0 0; 0 0 0 0 0 0; 0 0 0 0 0 0; 0 0 0 0 0 0],[0 0 0 0 0 0;0 0 1 1 0 0;0 0 0 0 1 0;0 0 0 0 1 0;0 0 0 0 0 0;0 0 0 0 0 0] [0 0 1+a -a 0 0;0 0 0 1 0 0;0 0 0 0 1 a;0 0 0 0 0 -1-a;0 0 0 0 0 0;0 0 0 0 0 0] [0 0 0 0 -1 0;0 0 0 0 0 -1;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0],3,[0 0 0 0 1 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0] [0 0 0 0 0 1;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0] [0 0 0 0 0 0;0 0 0 0 1 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0] [0 0 0 0 0 0;0 0 0 0 0 1;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0] [0 0 0 0 0 0;0 0 0 1 0 0;0 0 0 0 1 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0] [0 0 0 -1 0 0;0 0 0 0 0 0;0 0 0 0 0 1;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0] [0 0 0 0 0 0;0 0 1 0 0 0;0 0 0 0 0 0;0 0 0 0 1 0;0 0 0 0 0 0;0 0 0 0 0 0] [0 0 -1 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 1;0 0 0 0 0 0;0 0 0 0 0 0] [0 0 0 0 0 0;(1+2*a)^(-1) 1 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 -1 0;0 0 0 0 (1+2*a)^(-1) 0] [1 0 0 0 0 0;-(1+2*a)^(-1) 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 -(1+2*a)^(-1) -1],10,[0 0 0 0 1 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0] [0 0 0 0 0 1;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0] [0 0 0 0 0 0;0 0 0 0 1 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0] [0 0 0 0 0 0;0 0 0 0 0 1;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0;0 0 0 0 0 0] [0 0 0 0 0 0;0 0 1 a*(1+a)^(-1) 0 0;0 0 0 0 a*(1+a)^(-1) 0;0 0 0 0 1 0;0 0 0 0 0 0;0 0 0 0 0 0] [0 0 -1 1 0 0;0 0 0 -(1+a)^(-1) 0 0;0 0 0 0 -(1+a)^(-1) -1;0 0 0 0 0 1;0 0 0 0 0 0;0 0 0 0 0 0],6
